Berlin,206,110,1,0
Bonn,44,162,1,0
Cologne,36,152,1,0
DÅsseldorf,30,140,1,0
Essen,46,136,1,0
Hamburg,132,100,1,0
Hannover,128,136,1,0
Leipzig,202,154,1,0
MÅnchen,162,270,1,0
Rostock,174,60,1,0
Stuttgart,122,228,1,0
The Alps,148,288,2,-1
The Baltic Sea,162,34,3,0
The North Sea,46,44,3,0
