Porto,54,98,1,0
Lissabon,30,166,1,0
Barcelona,318,68,1,0
Madrid,192,106,1,0
Toledo,183,126,1,0
San Sebasti n,238,26,1,0
Sevilla,124,222,1,0
Cartagena,264,198,1,0
Pamplona,246,42,1,0
Santander,200,20,1,0
Valencia,276,146,1,0
Granada,184,210,1,0
L‚on,152,34,1,0
The Pyrenees,288,38,2,-1
The Strait Of Gibraltar,126,258,3,0
The Atlantic Ocean,16,108,3,0
The Mediterrean Sea,308,202,3,0
Palma,338,124,1,0
