Bordeaux,104,204,1,0
Brest,10,72,1,0
Calais,162,22,1,0
Lyon,258,172,1,0
Marseille,276,236,1,0
Nice,316,222,1,0
Orl‚ans,158,116,1,0
Paris,164,84,1,0
Strasbourg,296,70,1,0
The Alps,290,188,2,0
The English Chanal,146,14,3,0
The Gulf Of Biskay,72,194,3,0
The Pyrenees,158,268,2,-1
Toulouse,178,246,1,0
