Aberdeen,130,72,1,0
Belfast,52,190,1,0
Birmingham,166,278,1,0
Bristol,140,326,1,0
Cardiff,124,316,1,0
Dover,254,340,1,0
Edinburgh,102,116,1,0
Glassgow,56,112,1,0
Irish Sea,88,218,3,0
Liverpool,138,238,1,0
London,212,326,1,0
Manchester,154,228,1,0
Plymouth,92,358,1,0
Southhampton,166,348,1,0
The Atlantic Ocean,8,144,3,0
The Celtic Sea,60,336,3,0
The English Channel,260,354,3,0
The North Sea,236,150,3,0
